Sysname,model,source,description
MXJALTLZ2010RTBHCSRMOB01,7705,10.240.64.19,
ACUEDU-JAL5017-BH,7705,10.240.64.2,
MXJALTLZ2009RTBHCSRMOB01,7705,10.240.64.21,
MXJALTLZ0890RTBHCSRMOB01,7705,10.240.64.22,
MXJALPTL0801RTBHCSRMOB01,7705,10.240.64.24,
MXJALTLZ0891RTBHCSRMOB01,7705,10.240.64.25,
MXJALTLZ0888RTBHCSRMOB01,7705,10.240.64.26,
MXJALTLZ0889RTBHCSRMOB01,7705,10.240.64.28,
MXJALTLZ0872RTBHCSRMOB01,7705,10.240.64.29,
MXJALTLZ2008RTBHCSRMOB01,7705,10.240.64.30,
MXJALPTL0800RTBHCSRMOB01,7705,10.240.64.31,
MXJALPTL0811RTBHCSRMOB01,7705,10.240.64.59,
MXJALTNL0916RTBHCSRMOB01,7705,10.240.64.60,
MXJALPTL0808RTBHCSRMOB01,7705,10.240.64.61,
MXJALTNL0923RTBHCSRMOB01,7705,10.240.64.62,
MXJALTNL0917RTBHCSRMOB01,7705,10.240.64.63,
MXJALTNL0910RTBHCSRMOB01,7705,10.240.64.64,
PROVID-JAL5072-BH,7705,10.240.64.7,
MXJALPTL0814RTBHCSRMOB01,7705,10.240.64.75,
MXJALTNL0904RTBHCSRMOB01,7705,10.240.64.76,
MXJALTNL0913RTBHCSRMOB01,7705,10.240.64.77,
MXJALTNL0905RTBHCSRMOB03,7705,10.240.64.79,
CANADA-JAL5075-BH,7705,10.240.64.8,
MXJALTNL0912RTBHCSRMOB01,7705,10.240.64.80,
MXJALTNL0908RTBHCSRMOB01,7705,10.240.64.81,
MXJALPTL0818RTBHCSRMOB01,7705,10.240.64.82,
MXJALTNL0906RTBHCSRMOB01,7705,10.240.64.85,
PATRIA-JAL5077-BH,7705,10.240.64.9,
PZATAP-HGDL0123-BH,7705,10.240.65.62,
MEXICO-JAL5049-BH,7705,10.240.65.63,
TEATDEG-HGDL0113-BH,7705,10.240.65.64,
