Sysname,model,source,description
GUANAJUATO-WA,7750,10.190.4.106,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
GUANAJU-GUJ6098-GA,7750,10.190.4.107,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXGUALEO0299RTAGG01,7750,10.190.4.116,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXGUAIRA0241RTCORE01,7750,10.190.4.124,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXGUAIRA0249RTAGG01,7750,10.190.4.126,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACA-R1-EA,7750,10.190.4.127,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACA-R1-EB,7750,10.190.4.128,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACA-R1-GA-A,7750,10.190.4.129,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ACA-R1-GA-B,7750,10.190.4.130,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
REFTULA-HID9001-GA,7750,10.190.4.131,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
REFTULA-HID9001-WA,7750,10.190.4.132,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
CUAUTL-MORL9005-GA,7750,10.190.4.133,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
YAUTEPE-MEX9005-WA,7750,10.190.4.134,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXVERCOR0493RTAGG01,7750,10.190.4.146,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXVERCOR0492RTAGG01,7750,10.190.4.156,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXHGDL0210RTAGG01,7750,10.190.4.164,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TORDIA-DIFCHT6125-GA,7750,10.190.4.172,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TORDIA-DIFCHT6125-GB,7750,10.190.4.173,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALBOLI-MEX9700-CB,7750,10.190.4.174,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
ALBOLI-MEX9700-EB,7750,10.190.4.175,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXHLEO0103RTAGG01,7750,10.190.4.244,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXJALLAG0778RTAGG01,7750,10.190.4.245,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TPC-R16-EA,7750,10.190.4.64,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
TPC-R16-EB,7750,10.190.4.65,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXJALTEM0866RTAGG01,7750,10.190.4.86,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
MXGUASDUMAR01RTAGG0,7705,10.190.62.69,wred_policy_ntw_egr:hi_70_90_80:lo_50_75_80
